순서,용어명,내용
4969,"활선근접작업 (活線近接作業, Live Line Access Work)","충전전로에 근접하는 장소에서 전로 또는 그 지지물의 설치, 점검, 도장 등의 작업을 활선근접작업이라고 한다. 근로자의 신체 또는 금속제의 공구나 재료 등의 도전체가 충전전로에 접근하여 감전의 우려가 있는 경우에는 근로자에게 절연용 보호구를 착용시켜야 한다. 활선근접작업에는 전로의 전압에 따라 저압활선 근접작업, 고압활선 근접작업, 특별고압활선 근접작업이 있다."
4970,"활선작업 (活線作業, Hot-Line Job/Hot-Line Work)",전선로의 송전을 계속하면서 애자/완목/전주 및 주상변압기 등의 교체작업을 하는 것이다.
4971,"활선작업 (活線作業, Live Line Work)","충전전로의 점검이나 수리 등 충전전로를 취급하는 작업을 말한다, 활선작업에서는 직접 충전부분을 다루기 때문에 충전부의 접촉에 의한 감전, 화상, 추락 등의 중대재해가 발생할 수 있으므로 충분한 안전대책을 세우고 작업해야 한다. 활선작업은 인명과 재산상의 많은 피해가 우려될 때 또는 기술적으로 정전작업이 불가능할 때에만 실시하도록 해야 하며, 작업시에는 충분한 교육훈련을 실시하고 절연용 보호구와 방호구 그리고 활선작업용 기구를 사용하여 감전의 위험에 대처해야 한다. 활선작업에는 저압 활선작업, 고압 활선작업, 특별고압 활선작업이 있다."
4972,활선접근경보기 (活線接近警報器),"고압충전부에서의 전계를 밴드내장의 안테나, 본체에 장치한 내부전극으로 검출하여 전압이 일정치를 초과했을 경우에 버저가 울리도록 한 장치이다. 작업자의 손목이나 팔, 안전모 등에 장착하여 사용한다. 작업자가 고압 충전부에 어떤 형태로든 접근한 경우나 활선을 정전으로 오인해서 충전부에 접근한 경우에는 경보를 발하여 작업자에게 주의를 환기시킴으로써 사고를 미연에 방지하는 기구로 외선공사작업에 많이 사용되고 있다. 사용상의 주의사항은 다음과 같다. 1.경보음이 발하는 거리는 고압배전선 주위의 전계에 의해 결정되기 때문에 항상 고압선으로부터 80cm부근에서 경보를 발한다고 단정할 수 없다. 2.경보기와 고압선 사이에 작업자신체가 있는 경우에는 전계가 차단되기 때문에 위험거리 이내일 경우에도 경보가 울리지 않는다. 3.사용 전에 반드시 버튼을 누르고 기능을 시험한다. 4.절연용 보호구(고무장갑, 어깨받이 등) 아래에 장착하면 동작감도가 달라지므로 경보음도 달라진다."
4973,"활성탄 (活性炭, Activated Carbon)","활성탄은 다공성 구조로서 흡착력이 강하며 대부분의 구성물질이 탄소질로 되어 있다. 보통 분상 또는 입상의 형태이며 발전소에서는 수처리용으로 주로 입상 활성탄이 사용되고 있다. 활성탄은 다공성 구조로서 비표면적이 크기 때문에 내부에는 많은 세공 이 존재하고 있다. 제조방법은 목재, 갈탄, 이탄 등을 약품으로 처리하여 건조 시키거나 목탄을 수증기로 활성화하여 만든다. 용도로는 주로 물의 색깔, 냄새등 유기물 제거, 공기정화, 가스중의 유해성분 제거, 반응공정에서 촉매, 유기물 흡착 등에 사용한다. 식품, 주류, 음료, 의약 등 공업에 널리 이용되며 발전소에서는 주로 공업용수 중의 유기물 및 잔류염소 제거목적으로 사용된다."
4974,"활차장치 (滑車裝置, Pulley Block, Tackle)","2개 이상의 활차와 로프를 적당히 조합한 것으로 동력을 크게 증가하여 중량물을 올렸다 내렸다 하는 장치의 일종으로 체인블록, 크레인 등에 응용된다."
4975,황산암모늄 회수설비(Ammonium Sulfate Unit),가스중의 NH3 성분을 제거 목적으로 황산과 접촉시켜 황산암모늄을 생산하는 설비로 황산암모늄은 비료업체에 판매 가능하다.
4976,"황산화 (黃酸化, Sulfation)",방전상태에서 연 축전지를 방치해두면 극판에 PbSO₄의 미립자가 응집·성장해서 극판이 백색을 띠게 되는 현상을 말한다.
4977,황색차단기 (黃色遮斷器),"전계통 또는 광역정전 발생시 계통복구를 위하여 사전에 지정된 시송전선로의 차단기와 시송전선로를 연결하는 발, 변전소의 모선연락용(Bus Tie) 모선 구분차단기 및 발전소의 기동용 변압기 1차측 차단기를 말한다."
4978,"황화카르보닐(Carbonyl Sulfide,COS)","화학식은 COS로 석탄가스화시 석탄 중의 황성분의 반응으로 생성되며, 화학용매를 사용하는 AGR 에서 제거가 쉽지 않아 대개 COS를 H2S로 가수분해하기 위한 COS 가수분해설비를 AGR 전단에 설치한다. 빛깔과 냄새가 없는 기체로, 공기 속에서 인화·폭발하기 쉽다. 녹는점은 영하 138.2℃, 끓는점은 영하 50.2℃이다."
4979,"회로 (回路, Circuit)",전류나 자류가 통하는 길이다.
4980,"회배출조정밸브 (灰排出調整밸브, Seal Pot Ash Control Valve)",Seal Pot 내로 유입되는 유동매체의 일부를 조절하여 FBHE가 필요로 하는 열량의 매체를 공급하는 유량조절 기능을 하는 밸브. Seal pot에는 각 1개씩 모두 3개의 ACV(Ash Control Valve)가 있다.
4981,"회생 제동 (回生 制動, Regenerative Braking)",전기적인 제동법으로 전동기가 갖는 운동 에너지를 전기에너지로 변환하고 이것을 전원으로 되돌려 보내어 전동기의 제동을 하는 방법이다.
4982,"회수분무식버너 (回收噴霧式버너, Return Flow Atomizer/ Return Flow Burner)",압력분무방식의 일종으로 직접분무 버너 보다 유량조절 범위를 향상시킨 버너. 부하변동에 따른 공급압력을 항상 일정하게 유지시켜 버너내 선회실(Spray Head)을 통과한 Oil의 일부는 Nozzle로 분사시키고 나머지는 Return Line을 통해 탱크로 되돌려 보내는 형식이다.
4983,회수에너지(Recovery Energy ),냉매체에 프레온가스 등을 이용하여 냉난방에 이용할 수 있는 기계장치이다. 프레온가스는 콤프레셔를 고압으로 하면 액화하는 데 그때 발생하는 응축열을 난방에 이용하고 한편 액화한 프레온가스는 상압으로 되돌리면 기화하여 주위에서 열을 뺏기 때문에 이것을 냉방에 이용한다.
4984,"회유동점 (灰流動點, FT (Fluid Temperature/Fl- uid Point of ASH/Ash Fluid Point))","석탄회 융점측정의 한 항목으로 밑변이 정삼각형이고 한변의 길이가 1/4 inch, 높이가 3/4 inch인 삼각형의 시험추를 전기로에서 가열할 때 완전히 녹아 흘러서 높이가 1/16 inch 이하로 되는 온도이다."
4985,"회융점 (灰融點, Ash Fusion Temperature)",Melting Point of Ash. 석탄회의 시료가 용융하는 온도를 말함. 측정방법은 석탄시료를 회화하여 시험추를 만들고 소정의 전기로에서 규정의 조건으로 연속적으로 가열하여 시험수의 형상에 특정한 변화가 일어날 때의 온도로 측정되며 다음과 같음. 1.최초 변형점(IT):시험추의 꼭대기가 변형을 일으키는 온도 2.반상구점·융점(HT):시험추가 녹아서 그 높이가 폭의 1/2정도의 반구가 될 때의 온도 3.연화점(ST):시험추가 녹아서 그 높이가 폭과 같게 될 때의 온도 4.용류점(FT):용융물이 지지대에 흘러 내려 1/6인치 이하의 높이로 될 때의 온도이다.
4986,"회이송관누설시험 (灰移送管 漏泄試驗, Leakage Test of Ash Conveying Pipe)",회를 공기로 이송하는 경우 이송관 등의 누설시험이다.
4987,"회저장조 (灰貯藏槽, Ash Silo)",압력식 회처리계통에서 이송된 회를 일시 저장하는 대형 용기이다.
4988,"회전 (回轉, Slewing)","장비가 새로운 회전위치나 새로운 고도로 또는 회전, 고도가 동시에 빠르게 움직이는 것이다."
4989,"회전 블레이드 (回轉 블레이드, Bucket)","터빈 로터쪽에 부착된 블레이드로 특히 충동터빈의 회전날개를 말하며, 수차에서는 펠톤수차의 날개를 말한다."
4990,"회전계 (回轉計, Speed Indicator)",회전체의 회전속도를 지시하는 장치. 직류 또는 교류 발전기의 발생전압이 회전속도에 비례하는 것을 이용하는 발전기형 회전계나 그 변형인 유도자형 회전계 회전에 따른 펄스를 발생시켜 회전수를 측정하는 디지털회전계 회전에 따른 교류신호를 발생시켜서 기준의 주파수와 비교하는 스트로보 스코프 등이 있다.
4991,"회전계자형 (回轉界磁型, Revolving Field Type)",전기자가 고정되고 계자가 회전하는 구조의 회전기이다.
4992,"회전방향 (回轉方向, Direction Of Rotation)","회전기기의 운동방향을 말하며 시계방향(Clo- ckwise), 반시계방향(Count Clockwise)으로 화살표로 표시하며 보통 터빈, 발전기, 모터 등의 경우 부하측에서 보아 시계방향을 표준으로 한다."
4993,"회전블로어 (回轉블로어, Rotary Blower)",로터의 회전운동으로 기체를 압송하는 용적형 블로어이다.
4994,"회전속도 (回轉速度, Speed of Rotation (Rotative Speed, Velocity))",회전운동의 순간 각속도로 정의되며 Rad/ Second로 표시된다. 일반적으로 회전수와 같은 뜻으로 사용되며 매분의 회전수 단위는 RPM으로 표시한다.
4995,"회전속도계 (回轉速度計, Tachometer)","회전체의 회전속도를 측정하는 장치이다. 직류 또는 교류발전기의 발생전압이 회전속도에 비례하는 것을 이용하는 발전기형 회전계 회전에 따른 펄스를 발생시켜서 회전속도를 측정하는 디지털 회전계, 회전에 따른 교류신호를 발생시켜서 기준주파수와 비교하는 스트로보 스코프 등이 있다."
4996,"회전속도설정기 (回轉速度設定器, Speed Setter)",터빈을 기동할 때 목표 회전속도를 순차로 설정하여 터빈의 회전속도가 목표치와 일치하도록 제어하는 장치이다.
4997,"회전손실 (回轉損失, Rotation Loss)","Disc, Blade 및 Shroud의 외부마찰에 의한 손실(Friction Loss)과 Blade 일부에 증기가 유입되는 부분분사(Partial Admission)의 경우 증기의 유입변화에 의한 손실(Displace- ment Loss) 및 증기가 유입되지 않는 Blade가 증기를 섞이게 하는 것에 의한 풍손 (Ve- ntilation Loss)을 총칭하여 회전손실이라 한다."
4998,"회전실속 (回轉實速, Rotating Stall)","축류압축기에서 공기유량이 교축되거나 설계점보다 매우 낮은 회전속도에서 발생되며, 성능을 저하시켜 날개파손의 원인이 된다."
4999,"회전압축기 (回轉壓縮機, Rotary Compressor)","로터의 회전운동으로 기체를 압축하는 용적형 압축기로서 나사 압축기, 로브 압축기, 베인 압축기 및 액봉 압축기 등이 있다."
5000,"회전자 (回轉子, Rotor)",1. 회전 전기기기의 회전부분 2.터빈의 경우 유입된 증기에 의하여 회전하는 부분으로 Disc Rotor와 Drum Rotor로 대별됨. Disc형은 각 단마다 원판의 Disc가 있으며 그 외주에 회전날개를 끼게 되는데 주로 충동단에 쓰인다. Drum형은 원통상의 외주에 회전날개가 끼워져 있으며 주로 반동터빈에 쓰인다.
5001,"회전자간극 (回轉子間隙, Rotor Clearance)",송풍기 및 나사 압축기의 로터와 케이싱과의 반지름 방향 틈새이다.
5002,"회전자계형 (回傳磁界型, Rotating Field Type)",고정코일에 측정하고자 하는 전류를 흘려서 회전자계를 발생시키고 그 자계중에 있는 가동도체의 변위에 의해 지시하는 것이다.
5003,"회전자철심 (回轉子鐵心, Rotor Core)",회전자의 철심이다.
5004,"회전전기자형 (回傳電機子型, Revolving Armature Type)",전기자가 회전하고 계자가 고정되어 있는 구조의 회전기이다.
5005,회전파일럿 밸브 (Rotating Pilot Valve),기계식 조속기에서 회전추(플아이블)에 연결하여 터빈의 속도변화와 더불어 상하운동하면서 Control Valve 개도를 조정하도록 제어유압을 변화시켜주는 밸브이다.
5006,"회전형 열교환기 (回傳型 熱交換器, Rotating Rege- nerator)","축열체가 회전하는 축열식 열교환기, 드럼형과 디스크형이 있다."
5007,"회전형차동변환기 (回傳型差動變換機, Rotationally Variable Differential Transducer(RVDT))",각 변위에 비례한 전압발생장치로서 터빈 출력 설정용 모터에 사용된다.
5008,"회처리관진공파괴밸브 (灰處理管眞空破壞밸브, Ash Vacuum Breaker)","공기식 회 수송관 내의 진공을 파괴하는 밸브. 회 수송시 회가 다량 유출되거나, 회수송관이 막힐 때 생기는 진공현상을 공기의 흐름을 주어 해소시키는 장치이다."
